target_emotion,target_emotion_intensity,strongest_emotion,classification_correct,emotional_activation,frames_processed,neutral_mean,neutral_std,neutral_max,surprise_mean,surprise_std,surprise_max,fear_mean,fear_std,fear_max,disgust_mean,disgust_std,disgust_max,angry_mean,angry_std,angry_max,happy_mean,happy_std,happy_max,sad_mean,sad_std,sad_max,participant,voice_type,video_path,filename,voice_condition
neutral,0.636799592084047,neutral,True,0.209042186959384,9,0.636799592084047,0.2587717834606032,1.0,0.30059288353275565,0.15909758041944722,0.5361223659947854,0.21720794223755446,0.12557769861648774,0.4607296833791883,0.18101399086573036,0.13259554095070472,0.3552191297992675,0.18497714065365164,0.12478947323579702,0.3132119713751784,0.19844048663695651,0.09890834860498876,0.3009678645884853,0.17202067782965536,0.14641582623873967,0.49885466282605323,vasilis2,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotional_OpenAI_TTS_neutral_exchange_2.mp4,vasilis2_Emotional_OpenAI_TTS_neutral_exchange_2.mp4,Emotional
happy,0.24049836361579993,neutral,False,0.2441916932755658,5,0.5607751208289354,0.05688596353580478,0.6512730724543319,0.2228916389904136,0.1530494923447274,0.36949516731159476,0.23724852997880141,0.15594365824561116,0.3711632298556883,0.23470658450880194,0.15792241945182794,0.4043544101187032,0.20274705061710102,0.07216691329883049,0.30647246546774104,0.24049836361579993,0.11342323809484997,0.41693748858392726,0.3270579919424771,0.18425340169284285,0.5679946574297696,vasilis2,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotional_OpenAI_TTS_happy_exchange_3.mp4,vasilis2_Emotional_OpenAI_TTS_happy_exchange_3.mp4,Emotional
angry,0.36247829913307955,neutral,False,0.2095906015606638,6,0.5934522677497364,0.23203985775137304,0.9514910243270662,0.22316477770203105,0.1576652246630975,0.46142565227771626,0.14197650599421682,0.08032840237630506,0.24188054929941288,0.17940343157051175,0.13462370554173508,0.3633265952943783,0.36247829913307955,0.1375926810735164,0.47392245432268537,0.13969639592248953,0.09538347635559653,0.298736530993265,0.2108241990416542,0.15319879068736375,0.453381378155361,vasilis2,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotional_OpenAI_TTS_angry_exchange_4.mp4,vasilis2_Emotional_OpenAI_TTS_angry_exchange_4.mp4,Emotional
disgust,0.22495542317699554,neutral,False,0.20842949673342237,6,0.6393690065565637,0.20512345638932292,0.8890143247448055,0.16539085544149718,0.17856080414807535,0.49557450885324283,0.09613696349304796,0.13066387612039262,0.3290550941818082,0.22495542317699554,0.1589817842708591,0.3940022015047617,0.29399941040641414,0.10217372027386933,0.44089780462037065,0.2963576135746896,0.12940333851124974,0.5219932343414924,0.17373671430788953,0.13172008341171162,0.3181501451201485,vasilis2,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotional_OpenAI_TTS_disgust_exchange_5.mp4,vasilis2_Emotional_OpenAI_TTS_disgust_exchange_5.mp4,Emotional
fear,0.2562749034058518,neutral,False,0.2085132179495824,10,0.624777868497287,0.19889047171237315,1.0,0.20645348924634263,0.09061029479862297,0.37142183148362634,0.2562749034058518,0.13760181858607454,0.459968525136991,0.18707545904344786,0.13680729462264726,0.4144856304388538,0.2410060760382319,0.12871703981980567,0.44523238228340306,0.13655577743078964,0.1459196288550021,0.46543868328826804,0.22371360253283062,0.15878654903503703,0.48511556807132844,vasilis2,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotional_OpenAI_TTS_fear_exchange_6.mp4,vasilis2_Emotional_OpenAI_TTS_fear_exchange_6.mp4,Emotional
fear,0.1508631375730313,neutral,False,0.19639169648926033,7,0.6508801311074961,0.09223753390068336,0.7404667450684318,0.16104189290782986,0.14877689187958698,0.43306594815421506,0.1508631375730313,0.08467014122570612,0.3152688219150512,0.20210345491810036,0.06185582193784491,0.2568073607246076,0.20090849866228286,0.12694229435568777,0.3957235917246481,0.30155745876030754,0.10640050603970409,0.42721270465897837,0.16187573611400996,0.17195067196455513,0.42533245500349,vasilis2,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotionless_Voice_fear_exchange_0.mp4,vasilis2_Emotionless_Voice_fear_exchange_0.mp4,Emotionless
surprise,0.0971029321194294,neutral,False,0.1728826504071271,6,0.6381244817877368,0.22232324734463643,0.8887649744838524,0.0971029321194294,0.12106099168184731,0.32589548024386,0.1844316237229979,0.1391554602005722,0.3567941876030305,0.2614874432110053,0.1386751204131165,0.4396109782845964,0.15273203085211393,0.11581930216455101,0.31493849406563135,0.1492198422100256,0.09949728488001275,0.2846106582314589,0.19232203032719042,0.15785632278630451,0.44680024890768166,vasilis2,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotionless_Voice_surprise_exchange_1.mp4,vasilis2_Emotionless_Voice_surprise_exchange_1.mp4,Emotionless
disgust,0.21923020864683163,neutral,False,0.20368213374214142,8,0.4939392091968976,0.2461867530103398,0.8525211284488863,0.2229627818105575,0.16135246933437414,0.46593291401880543,0.2736971381420565,0.04757045684048146,0.3585145693682892,0.21923020864683163,0.08478181396136292,0.3631621979446078,0.2011473227537212,0.13435149071813704,0.4178717795215261,0.04552742488925267,0.05994730572248074,0.15094007013551303,0.25952792621042886,0.1482633563827892,0.550919575664687,vasilis2,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotionless_Voice_disgust_exchange_2.mp4,vasilis2_Emotionless_Voice_disgust_exchange_2.mp4,Emotionless
sad,0.22950876180530755,neutral,False,0.22796596779791603,8,0.638395594194032,0.11545375288315265,0.8074184473608783,0.15994572810433338,0.16544837217100825,0.38475720299473265,0.19818665853845993,0.08108181729531039,0.31037435284516207,0.3555101645634795,0.17586547671556968,0.7543113429134123,0.16945293244415188,0.1380611455359669,0.39299012717042103,0.2551915613317639,0.16778228811153828,0.44352615815540575,0.22950876180530755,0.1475271164284897,0.40404891668012066,vasilis2,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotionless_Voice_sad_exchange_3.mp4,vasilis2_Emotionless_Voice_sad_exchange_3.mp4,Emotionless
neutral,0.6172215911840727,neutral,True,0.21572241901712289,6,0.6172215911840727,0.2338210794922896,0.9993160289798291,0.23138186137866143,0.171327940917592,0.5264465283186626,0.21654417451389782,0.14329287718791353,0.47496356871052786,0.15988469814332706,0.11532482661631036,0.30525918253087636,0.2605977842809204,0.23769694420532023,0.5898318229116359,0.2570628739130477,0.09866587953351728,0.3948202116915835,0.1688631218728828,0.11483818871810324,0.33826435562203677,vasilis2,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotionless_Voice_neutral_exchange_4.mp4,vasilis2_Emotionless_Voice_neutral_exchange_4.mp4,Emotionless
happy,0.21504812569592824,neutral,False,0.20579895205706636,7,0.6743036865886489,0.18088577137626696,0.9412676095472443,0.14092310366432262,0.11531787911100684,0.3230796022433791,0.20267238155629214,0.12589120147308458,0.38811350140981715,0.14756571555527404,0.09702921463409696,0.2923351118836177,0.2852396916425293,0.16102970012408063,0.5153098680988257,0.21504812569592824,0.12765380190926517,0.39033636783919534,0.2433446942280518,0.12425822366408697,0.39222436189808674,vasilis2,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotionless_Voice_happy_exchange_5.mp4,vasilis2_Emotionless_Voice_happy_exchange_5.mp4,Emotionless
angry,0.3326366869517813,neutral,False,0.2398883725843374,8,0.5709301002133709,0.1920063588177005,1.0,0.17874695104447003,0.12454942442489643,0.3748716045705778,0.30755284063949223,0.22332455872060566,0.5897248245473875,0.22465041766860755,0.19905467262784374,0.5652167601375658,0.3326366869517813,0.2064117131583401,0.743742958272938,0.1769020267884928,0.10388220082762245,0.28361768103436835,0.2188413124131805,0.12909234539185563,0.3542251569953381,vasilis2,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-32-51_vasilis2\videos\vasilis2_Emotionless_Voice_angry_exchange_6.mp4,vasilis2_Emotionless_Voice_angry_exchange_6.mp4,Emotionless
surprise,0.2138196776790112,neutral,False,0.20998225688534577,9,0.6507367927924907,0.14464934992360778,0.833628416241424,0.2138196776790112,0.1347705886508779,0.41573199233298086,0.22964334502175424,0.1661257745605296,0.4626028620452264,0.20034827770799898,0.1274579523925437,0.34032434808986767,0.22676685793142554,0.21152490195079537,0.6395034481928931,0.17741942847191539,0.11875490117665133,0.33667217222843293,0.21189595449996956,0.15333016857472334,0.44862661065321596,will3,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotional_OpenAI_TTS_surprise_exchange_0.mp4,will3_Emotional_OpenAI_TTS_surprise_exchange_0.mp4,Emotional
disgust,0.2148887102977172,neutral,False,0.1866007986355722,5,0.6240871595551556,0.21760542375501463,0.8876805450696433,0.08490978108670989,0.0891784185800153,0.19928922181727912,0.1652276305016342,0.11417502376091936,0.3484405757056831,0.2148887102977172,0.173508789322413,0.3946695881260408,0.21725897521552012,0.10017365283598074,0.376124707113581,0.2178249091307606,0.1434877783657478,0.3847757821494692,0.219494785581091,0.12401050844565928,0.42356813258050147,will3,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotional_OpenAI_TTS_disgust_exchange_1.mp4,will3_Emotional_OpenAI_TTS_disgust_exchange_1.mp4,Emotional
angry,0.1672156551202338,neutral,False,0.19329212658484676,10,0.6442628640139683,0.16349564485188417,0.9280875940873823,0.1530402229196376,0.14909319702311738,0.5075445981497124,0.26340129702917053,0.15067102798735738,0.5118010846624272,0.22898891355288206,0.167418542024959,0.474012490571795,0.1672156551202338,0.1293929727192614,0.3669839800915943,0.19746715815618296,0.10961550251384014,0.2942850732886523,0.14963951273097384,0.0943984799524332,0.2815216150193008,will3,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotional_OpenAI_TTS_angry_exchange_2.mp4,will3_Emotional_OpenAI_TTS_angry_exchange_2.mp4,Emotional
happy,0.25700242805716594,neutral,False,0.21475384167732658,7,0.5789974319968553,0.17532062041751068,0.8008057409982027,0.22526815861981214,0.09768933938923625,0.3748444649604471,0.2122141254435041,0.1366007013441923,0.46058364396945345,0.29029946449931127,0.09966133522088473,0.4080055425541085,0.12034082585339648,0.10274043412914326,0.27219884741552297,0.25700242805716594,0.10486456338357728,0.3971973767908854,0.1833980475907697,0.11260932470580001,0.3147853212402387,will3,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotional_OpenAI_TTS_happy_exchange_3.mp4,will3_Emotional_OpenAI_TTS_happy_exchange_3.mp4,Emotional
sad,0.22622222680996118,neutral,False,0.20051247558096838,8,0.6222219187539771,0.09207065916619504,0.7356760934738478,0.13416533679897763,0.0986904697853844,0.31268637407420385,0.1708729883162039,0.1510022126727678,0.42417052128346466,0.2319346526966185,0.10391920150044957,0.365978621343874,0.12299055343455248,0.11155469789302593,0.2478920659299341,0.3168890954294966,0.12238292037743474,0.5331970285617581,0.22622222680996118,0.2138519349796913,0.6349733905733714,will3,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotional_OpenAI_TTS_sad_exchange_4.mp4,will3_Emotional_OpenAI_TTS_sad_exchange_4.mp4,Emotional
neutral,0.5913737486314392,neutral,True,0.19724734075749747,8,0.5913737486314392,0.24231363235679768,0.9657579659816158,0.21378500823978064,0.12913211639283106,0.3792137961983039,0.3129776693931452,0.14625468583812454,0.5797966894921948,0.1656860996185644,0.1434160956149005,0.37097428476523875,0.1645563791917885,0.10733270876361968,0.33400232113679373,0.12596427140548727,0.09612361337952494,0.27720294924561684,0.2005146166962187,0.1323696559591592,0.450182690118205,will3,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotional_OpenAI_TTS_neutral_exchange_5.mp4,will3_Emotional_OpenAI_TTS_neutral_exchange_5.mp4,Emotional
fear,0.08481207312279249,neutral,False,0.20794124427984925,6,0.5090757931742306,0.16353740180018891,0.6967515927571954,0.24907456449663976,0.0667900121868732,0.32160071671643253,0.08481207312279249,0.10808371234512099,0.25060341334665126,0.20687718764463522,0.17404927325758535,0.4650508529705575,0.1866323621008162,0.18264785569562877,0.47637334361175476,0.2196875371337338,0.12137109929992367,0.3922034148082988,0.300563741180478,0.0892872520783287,0.4577342797234363,will3,Emotional_OpenAI_TTS,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotional_OpenAI_TTS_fear_exchange_6.mp4,will3_Emotional_OpenAI_TTS_fear_exchange_6.mp4,Emotional
disgust,0.21353837958883798,neutral,False,0.1933379650055765,8,0.6634221112680598,0.20382190918040335,1.0,0.19175740971005106,0.18265605117595765,0.513479062090471,0.10920206420482675,0.12131232605660239,0.3424772226394105,0.21353837958883798,0.10976390486968915,0.35378302595946465,0.200891807767701,0.13304190792194268,0.38408768448976927,0.23423791084609316,0.18523260470134484,0.636104679015967,0.2104002179159491,0.10295560272804768,0.3469923350756411,will3,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotionless_Voice_disgust_exchange_0.mp4,will3_Emotionless_Voice_disgust_exchange_0.mp4,Emotionless
neutral,0.6936056875436477,neutral,True,0.21545492021588208,9,0.6936056875436477,0.22877269443250797,0.9052293346273075,0.22804088586302373,0.1171848491104227,0.4560229420292205,0.12242494989783076,0.17513994739636296,0.45074897871378683,0.22076182402242062,0.12025926763662999,0.3393600818402549,0.19596823057140764,0.15959009027183776,0.4181267307592236,0.2382649117480928,0.1677857219381565,0.5268901438228972,0.2872687191925169,0.1502692567545521,0.5128679794895055,will3,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotionless_Voice_neutral_exchange_1.mp4,will3_Emotionless_Voice_neutral_exchange_1.mp4,Emotionless
angry,0.2530676756178812,neutral,False,0.19397232543824303,5,0.6129836853715445,0.12243910455721015,0.6950648291613069,0.24418982993339539,0.0930573815435338,0.32935478156091746,0.2248039135668317,0.15928842742492202,0.37022897643169284,0.11482621930182937,0.1296699637710285,0.3301428337737694,0.2530676756178812,0.12449416446306713,0.3658497886079546,0.2576534366371499,0.10087262351740243,0.3608852874888241,0.06929287757237072,0.06029259834448627,0.13759878630316733,will3,Emotionless_Voice,C:\python\Uni\Year_3\block_4\Story_project\logs\sessions\2025-06-04_17-47-08_will3\videos\will3_Emotionless_Voice_angry_exchange_2.mp4,will3_Emotionless_Voice_angry_exchange_2.mp4,Emotionless
